fill_blank_input,masked_word,options
"Having no children of their own, these sovereigns thought other people's children a nuisance. I am afraid they were like the fox, who said the grapes were sour because he could not reach them, for it was well-known that they wanted some of these 'torments' very badly themselves. ""
""Don't call us torments, Uncle Jack,"" interrupted his little niece.
 -> I am afraid they were like the fox, who said the grapes were [MASK] because he could not reach them, for it was well-known that they wanted some of these 'torments' very badly themselves.",sour,"['open', 'dying', 'sour', 'formulaic']"
"The camphor moved in all our vessels, of glass or metal, and of every form, at all heights. The immersed bodies, such as glass tubes, table knives, pieces of money, etc., had lost their pretended ""sedative effect"" on a pretended ""activity of the water,"" and on the vessels that contained it. The so-called phenomenon of habit ""transported from physiology into physics,"" no longer existed. -> The immersed bodies, such as glass tubes, table knives, pieces of [MASK], etc., had lost their pretended ""sedative effect"" on a pretended ""activity of the water,"" and on the vessels that contained it.",money,"['welcome', 'student', 'money', 'basement']"
"that holding miniature veins of asbestos. These are not so plentiful as those of the pure serpentine alone, but occur in the southern end of the main quarry. The width of these veins of asbestos is seldom over an inch, but those of even much less are highly prized as specimens. -> These are not so plentiful as those of the pure serpentine alone, but [MASK] in the southern end of the main quarry.",occur,"['jazz', 'estimate', 'occur', 'spare']"
"I am in little danger of underrating Anatomy or Physiology; but as each of these branches splits up into specialties, any one of which may take up a scientific life-time, I would have them taught with a certain judgment and reserve, so that they shall not crowd the more immediately practical branches. So of all the other ancillary and auxiliary kinds of knowledge, I would have them strictly subordinated to that particular kind of knowledge for which the community looks to its medical advisers.
 A medical school is not a scientific school, except just so far as medicine itself is a science. -> So of all the other ancillary and auxiliary kinds of knowledge, I would have them strictly subordinated to that particular kind of knowledge for which the community looks to its [MASK] advisers.
",medical,"['younger', 'medical', 'brilliant', 'corporate']"
"It was found to be insoluble in all ordinary menstrua, such as alcohol, ether, carbon disulphide, benzene, or chloroform, and neither attacked by boiling alcoholic potash nor by fusing alkali. On heating it swells up considerably and undergoes decomposition, but does not fuse.
 The coal may be valuable as a gas coal and for local consumption, but the large proportions of water and of oxygen militate against its use as a steam producer, only 58 percent of it being really combustible. -> On heating it [MASK] up considerably and undergoes decomposition, but does not fuse.
",swells,"['proposition', 'swells', 'climb', 'game']"
"The whole dissolves; the excess of acid is driven off by evaporation at a boiling heat, and the residue, diluted with water, is saturated with hydrogen sulphide. The iron remains in solution, while the mixed lead and tin sulphides precipitated are allowed to digest for a long time in an alkaline sulphide. The tin sulphide only dissolves; it is filtered off and converted into stannic acid, while the lead sulphide is transformed into sulphate and weighed as such. -> The iron remains in solution, while the mixed lead and tin [MASK] precipitated are allowed to digest for a long time in an alkaline sulphide.",sulphides,"['shining', 'main', 'sulphides', 'enjoyment']"
"The crust of the clayish earth is covered with a reddish brown covering of about half a millimeter in thickness. This covering proves to be composed, under the microscope, of cellular filaments and various shaped bodies of various composition. -> The crust of the clayish earth is covered with a reddish brown [MASK] of about half a millimeter in thickness.",covering,"['works', 'lovely', 'good', 'covering']"
"And that birch sap contains sugar is known, the peasants of many countries, especially Russia, being well acquainted with the art of making birch wine by fermenting its saccharine juice.
 But I find no hourly or daily record of the amount of sugar-bearing sap which can be drawn from the birch, or from any tree, before it has acquired its great digesting or rather developing and transpiring apparatus--its leaf system. And I do not know of any extended chemical analysis of sap either of the birch, or other tree.
 -> But I find no hourly or daily record of the amount of sugar-[MASK] sap which can be drawn from the birch, or from any tree, before it has acquired its great digesting or rather developing and transpiring apparatus--its leaf system.",bearing,"['article', 'trim', 'bearing', 'pass']"
"The inhabitants--five men, one woman and two children, according to the eclipse census--are natives of Tahiti. The houses are one story structures with clapboard sides, probably cut out in California and brought out in ships, to be erected on this island. -> The inhabitants--five men, one woman and two children, according to the eclipse [MASK]--are natives of Tahiti.",census,"['tactics', 'procedure', 'beauty', 'census']"
"Wiedermann first remarked this effect, and it has been known as circular magnetism. This circle, however, consists really in each molecule having placed itself perpendicular to the current, simply obeying Oersted's law, and thus forming a complete circle in which the mutual attractions of the molecules forming that circle are satisfied. This wire becomes completely neutral, any previous symmetrical arrangement of polarity rotating to form its complete circle of attractions; and we can thus form in hard iron and steel a neutrality extremely difficult to break up or destroy. -> This [MASK], however, consists really in each molecule having placed itself perpendicular to the current, simply obeying Oersted's law, and thus forming a complete [MASK] in which the mutual attractions of the molecules forming that [MASK] are satisfied.",circle,"['effort', 'circle', 'suspicion', 'words']"
"First, the selection of fresh and perfectly sweet natural fat, which is hung up and freely exposed to air and light. It thus becomes dried and freed from an odor which is present in the freshly slaughtered carcass. It is then carefully examined, and adhering portions of flesh or membrane as far as possible removed; after which it is cut up and passed through a machine in which it is mashed so as to completely break up the membraneous vesicles in which the fat is inclosed. -> It thus [MASK] dried and freed from an odor which is present in the freshly slaughtered carcass.",becomes,"['demonstrate', 'protect', 'becomes', 'improve']"
"Therein she kept her keys, her smelling-bottle, her pocket-book, her handkerchief and her spectacles, a bit of flagroot and some liquorice stick. I mean when I say this, that all these things belonged in her pocket, and she meant to keep them there; but it was one peculiarity of the dear old lady, that she always lost her necessary conveniences, and lost them every day.
 ""Maria!"" -> I mean when I say this, that all these things belonged in her pocket, and she meant to keep them there; but it was one [MASK] of the dear old lady, that she always lost her necessary conveniences, and lost them every day.
",peculiarity,"['sponsor', 'believing', 'peculiarity', 'discharge']"
"The route of the Exodus was as uncertain as everything else connected with Israel's sojourn in Egypt. What sea they crossed, and where, and by what direction they journeyed to it, remained vexed questions, although Dr. Brugsch had set up a plausible theory, in which the ""Serbonian Bog"" played an important part. -> What sea they crossed, and where, and by what direction they journeyed to it, remained vexed questions, although Dr. Brugsch had set up a plausible theory, in which the ""Serbonian Bog"" played an important [MASK].",part,"['velocity', 'attempt', 'deck', 'part']"
Nothing in nature could surpass the affection which the female kangaroo manifests for her young. There is something absolutely touching in the anxious solicitude displayed by the dam while the young ones are at play. -> Nothing in nature could [MASK] the affection which the female kangaroo manifests for her young.,surpass,"['surpass', 'wage', 'excuse', 'organize']"
"The next important but oft neglected precaution is to have a good damp course over the whole of the walls, internal as well as external. I know that for the sake of saving a few pounds (most likely that they may be frittered away in senseless, showy features) it often happens, that if even a damp course is provided in the outer walls, it is dispensed with in the interior walls. -> I know that for the sake of saving a few pounds (most likely that they may be [MASK] away in senseless, showy features)",frittered,"['still', 'insist', 'frittered', 'compound']"
"It may not be generally known that the mining of petroleum was a profitable industry in Austria long before it was in this country. In 1852, a druggist near Tarnow distilled the oil and had an exhibit of it in the first World's Fair in London. In America, the first borings were made in 1859. -> In 1852, a druggist near Tarnow distilled the oil and had an exhibit of it in the [MASK] World's Fair in London.",first,"['brooding', 'defensive', 'effected', 'first']"
"I also found that some samples of the bromide behaved in a very peculiar way. All went on well until it came to the washing, when the bromide of silver washed out slowly, rendering the washing water slightly milky; this continued until the whole of the bromide of silver was discharged from the gelatine, and the latter rendered perfectly transparent as in the first instance. I remember a gentleman mentioning at one of the meetings of the South London Photographic Society that he was troubled in the same way as I was at that time. -> All went on well until it came to the washing, when the bromide of silver washed out slowly, rendering the washing water slightly milky; this continued until the whole of the bromide of silver was [MASK] from the gelatine, and the latter rendered perfectly transparent as in the first instance.",discharged,"['test', 'salt', 'discharged', 'cope']"
"After various expensive plans had been suggested, in the year 1879 a complete scheme for the supply of the town with water was devised by the then borough surveyor, Mr. Wm. Blackshaw, now borough surveyor of Stafford. These we now illustrate above by a general drawing, and a separate drawing of the tower. -> Blackshaw, now borough [MASK] of Stafford.",surveyor,"['sister', 'anaconda', 'foil', 'surveyor']"
"Nor is a water bath to be recommended for dissolving the gelatine, for the sides get too hot and dry out the gelatine.
 A quart of water is put in the crock and heated to boiling; it is then taken off the open fire and two pounds of the finest gelatine stirred in, a little at a time. After the gelatine is completely dissolved there is to be added eight or ten pounds (according to the quality of the gelatine) of the finest white sirup previously warmed, and constantly stirred. -> A quart of water is put in the crock and heated to boiling; it is then taken off the open fire and two pounds of the finest gelatine stirred in, a [MASK] at a time.",little,"['little', 'photographic', 'expert', 'supernatural']"
"It is stated in the Gewerbeblatte fur Hessen that paint can be renewed and refreshed in the following manner:
When cracks and checks appear in the paint on wooden articles, this usually indicates that the varnish has cracked. If this is the case, the article can easily be prepared for a fresh coat by sponging it over with strong ammonia water, and two or three minutes later scraping off the varnish with the broad end of a spatula before the ammonia has dried up.
 -> It is stated in the Gewerbeblatte fur Hessen that paint can be renewed and refreshed in the following manner:
When cracks and checks appear in the paint on wooden [MASK], this usually indicates that the varnish has cracked.",articles,"['companion', 'articles', 'credit', 'cabinet']"
"Mr. Perkin, an English chemist, and Messrs. Graebe and Liebermann, German chemists, almost simultaneously applied for patents in 1869, in England, and as their methods were nearly identical they arranged priorities by the exchanging of licenses. The German license became the property of the Badische Aniline Company, and the English license became the property of the predecessors of the North British Alizarine Company. These patents expire in about two months, and the lecturer explained that an attempt made by the German manufacturers to further monopolize this industry (even after the expiry of the patent) proved abortive. -> The German license [MASK] the property of the Badische Aniline Company, and the English license [MASK] the property of the predecessors of the North British Alizarine Company.",became,"['pray', 'major', 'market', 'became']"
"The Malays operate as follows: A dry bamboo rod, about a foot in length, is split longitudinally, and the pith which lines the inside is scraped off, pressed, and made into a small ball which is afterward placed in the center of the cavity of one of the halves of the tube. This latter half is then fixed to the ground in such a way that the cavity and ball face downward. The operator next fashions the other half of the tube into a straight cutting instrument like a knife-blade, which he applies transversely to the fixed half and gives an alternating motion so as to produce a sort of sawing. -> This latter half is then fixed to the ground in such a [MASK] that the cavity and ball face downward.",way,"['dollar', 'way', 'stock', 'beef']"
"St. Blaise, the property of Sir Frederick Johnstone, was bred by Lord Alington, and is by Hermit from Fusee. This is an unexceptionable pedigree, for Hermit is now as successful and fashionable a sire as was even Stockwell in his palmiest days, while Fusee was far more than an average performer on the turf, and won several Queen's Plates and other races over a distance of ground. St. Blaise is by no means a big colt, standing considerably under sixteen hands. -> This is an unexceptionable pedigree, for Hermit is now as successful and fashionable a sire as was even Stockwell in his palmiest days, while Fusee was far [MASK] than an average performer on the turf, and won several Queen's Plates and other races over a distance of ground.",more,"['negative', 'meaningful', 'more', 'strategic']"
"For sponge fishing little boats of ten tons burden are employed and manned by from six to twelve men. The sponges that are washed upon the rocks and reefs are taken with iron rakes fastened to long poles, or are brought to the surface by divers and spread out on the deck of the vessel. This kills their soft, slimy organisms, which are black as tar. -> The sponges that are washed upon the [MASK] and reefs are taken with iron rakes fastened to long poles, or are brought to the surface by divers and spread out on the deck of the vessel.",rocks,"['doctor', 'witness', 'asking', 'rocks']"
"The acetic acid contained in the mixture, one part water to one part wine vinegar, causes the material of the embryo proper to coagulate, while the yelk remains clear.
 A short time after the ova are laid in this mixture, and during the first week after impregnation, a white circle at one pole of the egg should become apparent, and in the course of the second week a cylindrical white streak running from the edge of the circle toward its center should be evident. If these features are not developed by the test, the eggs have not been fertilized, and are, therefore, worthless. -> A short time after the ova are laid in this mixture, and during the first [MASK] after impregnation, a white circle at one pole of the egg should become apparent, and in the course of the second [MASK] a cylindrical white streak running from the edge of the circle toward its center should be evident.",week,"['conclusion', 'week', 'summary', 'variation']"
"In September, 1881, a national competition was opened by the central executive committee for the monument, and by the unanimous voice of the committee the premium plans of the architect, Don Cayetano Buigas Monraba, were adopted. From these plans, which we find in La Ilustracion Española, we give an engraving. Richness, grandeur, and expression, worthily combined, are the characteristics of these plans. -> From these plans, which we find in La Ilustracion Española, we give an [MASK].",engraving,"['kid', 'nowhere', 'engraving', 'set']"
"The rims are further apart where the cloth leaves them than where they seize it, hence the stretching is gradually, certainly, and uniformly performed. The cloth is gripped by the pressure of an endless belt acting against the lower half of each pulley, the edges being held between them. In the engraving these stretching pulleys are indicated by the letters AA; the endless leather band passes over the pulleys, CC, of which there are a set of four provided for each stretching pulley. -> The cloth is gripped by the pressure of an endless belt acting against the [MASK] half of each pulley, the edges being held between them.",lower,"['dirt', 'lower', 'luminous', 'smashed']"
"The main pillow block has a base 6½ feet long by 21 inches bearing, weighing 2,800 pounds. The cap is secured by two forged bolts 3½ inches in diameter, and by this arrangement no unequal strain upon the cap is possible. A disk crank is used with suitable counterbalance, expressly adapted to the weight and speed of sash; a hammered steel wrist pin five inches in diameter, and a forged pitman of the most approved pattern, with best composition boxes. -> The cap is secured by two forged [MASK] 3½ inches in diameter, and by this arrangement no unequal strain upon the cap is possible.",bolts,"['bolts', 'error', 'water', 'garage']"
"in diameter, which becomes reduced to 20 in. above, where it is closed by means of a cast-iron lid, which is continuous with the floor of the retort house. -> which becomes [MASK] to 20 in.",reduced,"['job', 'aid', 'reduced', 'replace']"
"There are many other conditions which Mr. Booer, after consultation with practical bakers and others, set himself to fulfill, the observance of which lends to the present Blackfriars experiment much of its interesting character. Thus it was observed that, while it is not difficult to build an oven in a given spot, and bake bread in it, this cannot truly be called a baker's oven. -> There are many other conditions which Mr. Booer, after consultation with practical bakers and others, set himself to fulfill, the observance of which [MASK] to the present Blackfriars experiment much of its interesting character.",lends,"['lends', 'layer', 'return', 'hope']"
"The basement contains coal-place and larder.
 In these houses an attempt has been made to produce conveniently-planned and well-arranged habitations, combined with a pleasing and picturesque exterior, without involving a large outlay of money. The materials used are brick of a deep red color for facings, red terra-cotta from Messrs. Wilcock & Co., of Burmantofts, for moulded strings, sills, etc., and a very sparing use of stone from the Harehills Quarries. -> In these houses an attempt has been made to produce conveniently-planned and well-arranged habitations, [MASK] with a pleasing and picturesque exterior, without involving a large outlay of money.",combined,"['brown', 'combined', 'construct', 'bring']"
"It is not only the crowded condition of the poor quarters that is such a standing menace to the health of the city, but also the shocking state of the rooms, which the unhappy lodgers are obliged to put up with. The owners of the property are, as happens in other places besides Paris, unscrupulous and grasping to the last degree, and have not only divided and subdivided the accommodation wherever possible, but have even raised the rental in nearly all cases. Whole families are crowded into a small apartment, icy cold in winter, an oven in summer, the only air and daylight which reaches the interior coming from a window which looks on to a dirty staircase or a still fouler court reeking with sewage. -> The owners of the property are, as happens in other places besides Paris, unscrupulous and grasping to the last degree, and have not only [MASK] and sub[MASK] the accommodation wherever possible, but have even raised the rental in nearly all cases.",divided,"['divided', 'couch', 'sit', 'suspect']"
"Koenig has also found out the laws of the resultant sounds produced by other intervals than the octave, and has extended his researches to intervals differing by any number of vibrations, as may be seen from the above table.
 His conclusion is that beats and resultant sounds are one and the same phenomenon.
 Thus, for example, the lowest number of vibrations capable of producing a musical sound is 32 per second; in like manner, a clear musical sound is produced by two simple notes of sufficient intensity which produce 32 beats per second.
 -> His conclusion is that beats and resultant sounds are one and the same [MASK].
",phenomenon,"['nation', 'pretending', 'phenomenon', 'silk']"
"Among these are: 1st - Their unequal divisibility in gelatin or collodion solutions. The indigo sensitive silver bromide cannot be distributed through a gelatin solution, while the blue sensitive modification does so very readily. -> Their unequal [MASK] in gelatin or collodion solutions.",divisibility,"['ceiling', 'divisibility', 'ate', 'wearing']"
"Its salts are colorless, or of a pale rose color, and have a strong tendency to form double salts with the salts of ammonia. The carbonate forms the mineral known as manganese spar. The sulphate is obtained by heating the peroxide with sulphuric acid till there is faint ignition, dissolving the residue in water and crystallizing. -> The [MASK] forms the mineral known as manganese spar.",carbonate,"['curriculum', 'hundred', 'carbonate', 'attitude']"
"He instantly seized him before he could do himself or the bystanders any injury, and after a brief struggle prevailed on him to re-enter his box. When released in the hold he became quite quiet, and ate his first meal on board ship with a relish. -> When released in the hold he became quite quiet, and ate his first meal on board [MASK] with a relish.",ship,"['ship', 'shop', 'following', 'downtown']"
"An ordinary weathercock provided with datum points may, in the majority of cases, suffice for the observation of the wind during the day; but recourse has to be had to different means to obtain an automatic transmission of the indications of the vane to the inside of a building. The different systems employed for such a purpose consist of gearings, or are accompanied by a friction that notably diminishes the sensitiveness of the apparatus, especially when the rod has to traverse several stories. Mr. Emile Richard, inspector of the Versailles waterworks, has just devised an ingenious system which, while considerably reducing the weight of the movable part, allows the weathercock to preserve all its sensitiveness. -> The different systems employed for such a purpose consist of gearings, or are accompanied by a friction that notably diminishes the sensitiveness of the apparatus, especially when the rod [MASK] to traverse several stories.",has,"['has', 'return', 'manage', 'address']"
"On a bay holding ordinarily twenty tons we put at least thirty tons, as every load at the top seemed to make room for another. The barn was rather open, which allowed quite free evaporation on all sides as well as at the top. The result was that I had very bright and excellent hay at the bottom, top, and sides of that mow, but severals tons in the center were as completely charred as though burned in a coal pit. -> The barn was rather open, which allowed quite free [MASK] on all sides as well as at the top.",evaporation,"['thrust', 'sector', 'evaporation', 'praise']"
"This is the first time it has ever blossomed in cultivation, and it has never been seen in flower in a wild state. It is a mature native-grown specimen, dense in habit, and perfectly semi-spherical in form, and the leaves are arranged in spiral fashion with as much regularity as those of a screw pine. The circumference of the plant is 5 ft. 1 in., and it has 268 leaves. -> It is a mature native-grown specimen, dense in habit, and perfectly semi-spherical in form, and the [MASK] are arranged in spiral fashion with as much regularity as those of a screw pine.",leaves,"['century', 'wild', 'leaves', 'fashion']"
"The edifice known as the Pantheon, in Rome, is one of the best preserved specimens of Roman architecture. It was erected in the year 26 B.C., and is therefore now about one thousand nine hundred years old. It was consecrated as a Christian church in the year 608. -> It was [MASK] in the year 26 B.C., and is therefore now about one thousand nine hundred years old.",erected,"['erected', 'resort', 'lighter', 'tent']"
"Having crossed the British Section, and turning to the right and passing by another entrance, we come upon what will be to all one of the most interesting features of the Exhibition, and to the scientific student of ichthyology a collection of paramount importance. We allude to the Western Arcade, in which are placed the Aquaria, which have in their construction given rise to more thoughtful care and deliberation than any other part of the works. On the right, in the bays, are the twenty large asphalt tanks, about 12 feet long, 3 feet wide, and 3 feet deep. -> We allude to the Western Arcade, in which are placed the Aquaria, which have in their construction given rise to more thoughtful care and deliberation than any other part of the [MASK].",works,"['crossroads', 'raising', 'works', 'seeking']"
"The door having been closed, and then opened again, there was seen, instead of the head, a group of persons. Finally, the stage opened a third time to show a new group, and this finished the representation. There were, then, only three movements to be made, that of the doors, that of the eyes, and that of the change of background.
 -> Finally, the stage [MASK] a third time to show a new group, and this finished the representation.",opened,"['opened', 'milk', 'plan', 'signal']"
"However this may be, the inventor has realized a considerable sum by the sale of his secret to the different maritime powers, most of whom have adopted his system.
 All our ports are provided with flotillas and torpedo boats, and with schools in which the officers and men charged with this service are trained by frequent exercises. -> All our ports are provided with [MASK] and torpedo boats, and with schools in which the officers and men charged with this service are trained by frequent exercises.",flotillas,"['hatred', 'making', 'flotillas', 'irony']"
"The friction of water against the polished surfaces of the vessel's sides has not as yet been directly measured, but some indirect experiments permit us to consider the resistances due thereto as small. The entire power expended for the progress of the vessel is, then, utilized solely in displacing certain masses of water and in giving them a certain amount of acceleration. The masses of water set in motion depend upon the surface submerged, and their acceleration depends upon the speed of the vessel. -> The entire power expended for the progress of the vessel is, then, utilized solely in displacing [MASK] masses of water and in giving them a [MASK] amount of acceleration.",certain,"['constituted', 'ideological', 'major', 'certain']"
"The object of Mr. Alexander Taylor's indicator is to measure and show by simple inspection the metacentric height under every condition of loading, and therefore to make known the stability of the vessel. It consists of a small reservoir, A, placed at one side of the ship, in the cabin, or other convenient locality, communicating by a tube with the glass gauge, B, secured at the opposite side, the whole being half filled with glycerine, which is the fluid recommended by Mr. Wm. Denny, though water or any other liquid will answer the purpose. -> It consists of a small reservoir, A, placed at one side of the ship, in the cabin, or [MASK] convenient locality, communicating by a tube with the glass gauge, B, secured at the opposite side, the whole being half filled with glycerine, which is the fluid recommended by Mr. Wm.",other,"['other', 'sentimental', 'west', 'smart']"
"It is the solid, or even liquid, constituents separated out by the high temperature of combustion, and rendered incandescent, that emit the light rays. Gases, on the other hand, which produce no glowing solid or liquid particles during combustion burn throughout with a weakly luminous flame of bluish or other color, according to the kind of gas. Now, it is common to say, merely, in explanation of this luminosity, that the gas highly heated in combustion is self-incandescent. -> Gases, on the other hand, which produce no glowing solid or liquid particles during [MASK] burn throughout with a weakly luminous flame of bluish or other color, according to the kind of gas.",combustion,"['losses', 'tract', 'sport', 'combustion']"
"A knowledge of this fact is important, or it may be mistaken for magenta. The behavior of the amylic alcohol, thus colored red, with hydrochloric acid and ammonia is characteristic. If the red color is due to magenta, it is destroyed by both these reagents, while hydrocholoric acid does not decolorize the solutions of archil and cudbear, and ammonia turns their red color to a purple violet. -> The behavior of the amylic alcohol, thus colo[MASK] [MASK], with hydrochloric acid and ammonia is characteristic.",red,"['red', 'cake', 'library', 'corruption']"
"This brings about an almost constant counter-pressure.
 The type of motor under consideration, which we represent in the accompanying plate, is possessed of remarkable simplicity. The number of parts is reduced to the extremest limits; it works at high speed without perceptible wear; it does not require those frequent repairs that many other cheap engines do; and the expansion of the steam is utilized without occasioning violent shocks in the parts which transmit motion. -> The type of motor under consideration, which we represent in the accompanying plate, is possessed of [MASK] simplicity.",remarkable,"['considered', 'conservative', 'jet', 'remarkable']"
"They are mounted upon a metal support, and are surrounded on all sides by a free air space, and cannot, therefore, lose their insulated condition. This feature of air insulation is peculiar to this system, and is very important as a factor in the durability of the commutator. Besides this, the commutator is sustained by supports carried in flanges upon the shaft, which flanges, as an additional safeguard, are coated all over with hard rubber, one of the finest known insulators. -> This feature of air insulation is peculiar to this system, and is very important as a factor in the durability of the [MASK].",commutator,"['commutator', 'discount', 'theology', 'medium']"
"As soon as the armature is attracted, the spring, R, which is fixed to it presses against the fixed metallic rod, T, and thus gives the electricity a shorter travel than it would take by preference. The current ceases, then, to pass through the bobbins, demagnetization occurs, and the spring that holds the armature separates anew. -> As soon as the armature is [MASK], the spring, R, which is fixed to it presses against the fixed metallic rod, T, and thus gives the electricity a shorter travel than it would take by preference.",attracted,"['shed', 'attracted', 'burden', 'interview']"
"The nature of the developer used has, of course, some influence on the sensitiveness of the plates; but in the above cases it is assumed that oxalate developer, without any addition, is used; or pyro., to which ammonia is added at intervals of about thirty seconds, so as to produce a slight tendency to fog; the time of development being from three to four minutes. The numbers are supposed to be read after fixation, the plate being held against the sky.
 Schumann's statement that a gelatino bromide plate is less sensitive when developed at 30° C. than when developed at 5°, is contested; the more recent investigations of Dr. Eder serving to demonstrate that a developer at a moderate high temperature acts very much more rapidly than when the temperature is low; but when a sufficient time is allowed for each developer to thoroughly penetrate the film, the difference becomes less apparent. -> The numbers are supposed to be read after fixation, the [MASK] being held against the sky.
",plate,"['dance', 'whiskey', 'plate', 'convenience']"
"The demand for good carpet designs far exceeds the supply, and American manufactures are sending to Europe, particularly England and France, for hundreds of thousands of dollars' worth of designs yearly. If the same quality of designs could be made in this country the manufacturers would gladly patronize home talent. -> The demand for good carpet designs far exceeds the supply, and American manufactures are sending to Europe, particularly England and France, for hundreds of thousands of [MASK]' worth of designs yearly.",dollars,"['message', 'dollars', 'liberalism', 'motion']"
"The vapor from the oil which is disengaged in the vessel goes to the lower retort, in which the transformation of the matter is thoroughly completed. On leaving the latter, the gas enters the drum at the lower part of the furnace. To prevent the choking up of the pipe, the latter is provided with a joint permitting of dilatation. -> On leaving the latter, the gas enters the drum at the lower [MASK] of the furnace.",part,"['legislature', 'sidewalk', 'part', 'spirit']"
"In somewhat similar manner the tidal wave produced by the moon is the means whereby a part of the energy stored in the earth is compelled to expend itself in work. Let me illustrate this by a comparison between the earth rotating on its axis and the fly-wheel of an engine: The fly wheel is a sort of reservoir, into which the engine pours its power at each stroke of the piston. -> In somewhat similar manner the tidal [MASK] produced by the moon is the means whereby a part of the energy stored in the earth is compelled to expend itself in work.",wave,"['readiness', 'key', 'size', 'wave']"
"Hurdles are built out from the shore to concentrate the stream on the obstruction, and then to protect the river from widening willows are interwoven between the piles. At Carroll's Island mattresses 125 feet wide have been placed, and the banks revetted with stone from ordinary low water to a 16 foot stage. There is plenty of water over the bar, and at the most shallow points the lead showed a depth of twelve feet. -> At Carroll's Island mattresses 125 feet wide have been [MASK], and the banks revetted with stone from ordinary low water to a 16 foot stage.",placed,"['placed', 'bid', 'range', 'man']"
"The superfluous gas has escaped through the cock, A, and passed through the water in the funnel. The cock, A, is afterward closed by turning it 90°. To cause the absorbing liquid to pass into the burette, the water in the graduated cylinder is made to flow by connecting the rubber tube, S, of the bottle, S, with the point of the burette. -> The cock, A, is afterward closed by [MASK] it 90°.",turning,"['turning', 'seal', 'decrease', 'define']"
"At the beginning, there is allowed to enter the lower part of the small furnace, through the apertures, a very considerable quantity of cold air, so as to lower the temperature of the smoke gas that escapes from the tube, to 30 or 50 degrees. Afterward, these secondary air entrances are gradually closed so as to increase the temperature of the gases at will. -> Afterward, these secondary [MASK] entrances are gradually closed so as to increase the temperature of the gases at will.",air,"['hunger', 'air', 'grace', 'transferor']"
"1. Very great simplicity, inasmuch as it is called upon to operate in an atmosphere charged with coal dust, pitch, and steam; and, under such conditions, it is important that it may be easily got at for cleaning, and that the changing of its parts (which wear rapidly) may be effected without, so to speak, interrupting its running.
 2. -> Very great simplicity, inasmuch as it is [MASK] upon to operate in an atmosphere charged with coal dust, pitch, and steam; and, under such conditions, it is important that it may be easily got at for cleaning, and that the changing of its parts (which wear rapidly) may be effected without, so to speak, interrupting its running.
",called,"['graduate', 'observe', 'called', 'preserve']"
The machine we illustrate is intended to perform the heavy part of the work with greater expedition and with more certainty than could be relied upon with hand labor. The illustration represents the machine that we inspected. Its construction seems of the simplest character. -> The illustration [MASK] the machine that we inspected.,represents,"['file', 'represents', 'draw', 'air']"
"It will not be overstating the case to say that this coke breaker is by far the simplest, strongest, and most economical appliance of its kind now manufactured. That it does its work well is proved by experience; and the advantages of its construction are immediately apparent upon comparison of its simple drum and single spindle with the flying hammers or rocking jaws, or double drums with toothed gearing which characterize some other patterns of the same class of plant. -> It will not be overstating the case to say that this coke breaker is by far the simplest, strongest, and most economical appliance of its [MASK] now manufactured.",kind,"['spokesman', 'kind', 'print', 'clothing']"
"The black and foully-smelling liquid popularly known as soft water is so rich in carbonaceous and organic constituents as to be of very limited use to the photographer; but by taking the precaution of fitting up a simple automatic shunt for diverting the stream until the roofs have been thoroughly washed, it becomes possible to insure a good supply of clean and serviceable soft water, even in London. Several forms of shunt have been devised, some of these being so complex as to offer every prospect of speedy disorganization; but a simple and efficient apparatus is figured in Engineering by a correspondent who signs himself ""Millwright,"" and as we have thoroughly proved the value of an apparatus which is practically identical, we reproduce the substance of his communication.
 -> The black and foully-smelling liquid popularly known as soft water is so rich in carbonaceous and organic constituents as to be of very limited use to the photographer; but by taking the precaution of fitting up a simple automatic shunt for diverting the stream until the roofs have been thoroughly washed, it becomes possible to insure a good supply of [MASK] and serviceable soft water, even in London.",clean,"['cut', 'measured', 'western', 'clean']"
"In order that the black may be put in bags on issuing from the furnace, it must be cooled as much as possible. For this purpose there are arranged on each side of the furnace two pieces of cast iron tubes of rectangular section, forming a prolongation of the retorts and making with them an angle of about 45 degrees. The extremities of these tubes terminate in hollow rotary cylinders, which permit of regulating the flow of the black into a car running on rails. -> For this purpose there are arranged on each side of the furnace two [MASK] of cast iron tubes of rectangular section, forming a prolongation of the retorts and making with them an angle of about 45 degrees.",pieces,"['pieces', 'bunk', 'cooking', 'burden']"
"Wrap the tub or barrel well up in blankets or sheepskins, and put away for a week in some warm dry place, during which the mixture slowly turns into soap, giving a produce of about 120 pounds of excellent potash soap. If this soap is made with tallow or grease it will be nearly as hard as soda soap. When made by farmers or householders tallow or grease will generally be taken, as it is the cheapest, and ready to hand on the spot. -> If this soap is made with tallow or [MASK] it will be nearly as hard as soda soap.",grease,"['hire', 'fury', 'grease', 'bunch']"
